"","fish.id","date","lat","lon","section","TL.mm","TL.cm","Wt","species","notes","PSD","substock","stock","quality","preferred","memorable","trophy"
"1103",1068,"4/27/2011",30.90958333,-81.87321667,"9",660,66,"3.95","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1104",8888,"4/27/2011",30.90958333,-81.87321667,"9",232,23.2,"0.09","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1105",8888,"4/27/2011",30.90958333,-81.87321667,"9",218,21.8,"0.09","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1106",8888,"4/27/2011",30.90958333,-81.87321667,"9",207,20.7,".","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1107",8888,"4/27/2011",30.90958333,-81.87321667,"9",172,17.2,"0.05","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1108",8888,"4/27/2011",30.90958333,-81.87321667,"9",118,11.8,"0.014","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1109",8888,"4/27/2011",30.90958333,-81.87321667,"9",240,24,"0.137","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1110",8888,"4/27/2011",30.90958333,-81.87321667,"9",94,9.4,"0.006","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1111",1069,"5/2/2011",30.92425,-81.82061667,"10//11",650,65,"3.25","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1112",1070,"5/2/2011",30.92425,-81.82061667,"10//11",600,60,"2.6","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1113",1071,"5/2/2011",30.92425,-81.82061667,"10//11",557,55.7,"1.95","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1114",8888,"5/2/2011",30.92425,-81.82061667,"10//11",227,22.7,"0.102","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1115",1072,"5/2/2011",30.92425,-81.82061667,"10//11",370,37,"0.439","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1116",1073,"5/2/2011",30.92425,-81.82061667,"10//11",434,43.4,"0.75","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1117",1074,"5/2/2011",30.92425,-81.82061667,"10//11",625,62.5,"2.7","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1118",1075,"5/2/2011",30.92425,-81.82061667,"10//11",482,48.2,"1.1","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1119",1076,"5/2/2011",30.92425,-81.82061667,"10//11",402,40.2,"0.669","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1120",1077,"5/2/2011",30.92425,-81.82061667,"10//11",560,56,"1.9","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1121",1078,"5/2/2011",30.92425,-81.82061667,"10//11",632,63.2,"3.1","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1122",1079,"5/2/2011",30.92425,-81.82061667,"10//11",675,67.5,"3.95","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1123",1080,"5/2/2011",30.92425,-81.82061667,"10//11",407,40.7,"0.706","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1124",1081,"5/2/2011",30.92425,-81.82061667,"10//11",515,51.5,"1.45","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1125",1082,"5/2/2011",30.92425,-81.82061667,"10//11",565,56.5,"2.15","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1126",1083,"5/2/2011",30.92425,-81.82061667,"10//11",437,43.7,"1.05","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1127",1084,"5/2/2011",30.92425,-81.82061667,"10//11",590,59,"2.45","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1128",1085,"5/2/2011",30.92425,-81.82061667,"10//11",532,53.2,"1.7","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1129",1086,"5/2/2011",30.92425,-81.82061667,"10//11",402,40.2,"0.629","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1130",1087,"5/2/2011",30.92425,-81.82061667,"10//11",830,83,"7.3","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1131",8888,"5/2/2011",30.92425,-81.82061667,"10//11",305,30.5,"0.269","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1132",1088,"5/2/2011",30.92425,-81.82061667,"10//11",356,35.6,"0.395","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1133",1089,"5/2/2011",30.92425,-81.82061667,"10//11",370,37,"0.479","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1134",1090,"5/2/2011",30.92425,-81.82061667,"10//11",570,57,"2.2","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1135",1091,"5/2/2011",30.92425,-81.82061667,"10//11",505,50.5,"1.4","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1136",1092,"5/2/2011",30.92425,-81.82061667,"10//11",615,61.5,"2.75","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1137",1093,"5/2/2011",30.92425,-81.82061667,"10//11",420,42,"0.754","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1138",1094,"5/2/2011",30.92425,-81.82061667,"10//11",425,42.5,"0.867","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1139",1095,"5/2/2011",30.92425,-81.82061667,"10//11",725,72.5,"4.75","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1140",1096,"5/2/2011",30.92425,-81.82061667,"10//11",525,52.5,"1.7","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1141",1097,"5/2/2011",30.92425,-81.82061667,"10//11",610,61,"2.55","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1142",1098,"5/2/2011",30.92425,-81.82061667,"10//11",502,50.2,"1.9","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1143",1099,"5/2/2011",30.92425,-81.82061667,"10//11",452,45.2,"1","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1144",1100,"5/2/2011",30.92425,-81.82061667,"10//11",550,55,"1.85","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1145",1101,"5/2/2011",30.92425,-81.82061667,"10//11",417,41.7,"0.747","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1146",1102,"5/2/2011",30.92425,-81.82061667,"10//11",530,53,"1.63","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1147",1103,"5/2/2011",30.92425,-81.82061667,"10//11",455,45.5,"0.955","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1148",8888,"5/2/2011",30.92425,-81.82061667,"10//11",272,27.2,"0.166","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1149",1104,"5/2/2011",30.92425,-81.82061667,"10//11",569,56.9,"2.4","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1150",8888,"5/2/2011",30.92425,-81.82061667,"10//11",308,30.8,"0.249","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1151",8888,"5/2/2011",30.92425,-81.82061667,"10//11",280,28,"0.21","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1152",1105,"5/2/2011",30.92425,-81.82061667,"10//11",360,36,"0.431","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1153",8888,"5/2/2011",30.92425,-81.82061667,"10//11",305,30.5,"0.263","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1154",8888,"5/2/2011",30.92425,-81.82061667,"10//11",300,30,"0.229","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1155",8888,"5/2/2011",30.92425,-81.82061667,"10//11",260,26,"0.173","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1156",1106,"5/2/2011",30.92425,-81.82061667,"10//11",610,61,"3.3","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1157",8888,"5/2/2011",30.92425,-81.82061667,"10//11",332,33.2,"0.348","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1158",8888,"5/2/2011",30.92425,-81.82061667,"10//11",287,28.7,"0.2","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1159",8888,"5/2/2011",30.92425,-81.82061667,"10//11",297,29.7,"0.239","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1160",8888,"5/2/2011",30.92425,-81.82061667,"10//11",230,23,"0.096","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1161",8888,"5/2/2011",30.92425,-81.82061667,"10//11",127,12.7,"0.019","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1162",8888,"5/2/2011",30.92425,-81.82061667,"10//11",300,30,"0.255","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1163",8888,"5/2/2011",30.92425,-81.82061667,"10//11",205,20.5,"0.088","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1164",8888,"5/2/2011",30.92425,-81.82061667,"10//11",250,25,"0.149","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1165",8888,"5/2/2011",30.92425,-81.82061667,"10//11",217,21.7,"0.084","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1166",1107,"5/2/2011",30.92425,-81.82061667,"10//11",603,60.3,"2.25","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1167",8888,"5/2/2011",30.92425,-81.82061667,"10//11",175,17.5,"0.045","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1168",8888,"5/2/2011",30.92425,-81.82061667,"10//11",242,24.2,"0.13","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1169",1108,"5/2/2011",30.92425,-81.82061667,"10//11",615,61.5,"2.9","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1170",8888,"5/2/2011",30.92425,-81.82061667,"10//11",262,26.2,"0.166","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1171",8888,"5/2/2011",30.92425,-81.82061667,"10//11",190,19,"0.059","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1172",8888,"5/2/2011",30.92425,-81.82061667,"10//11",187,18.7,"0.052","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1173",8888,"5/2/2011",30.92425,-81.82061667,"10//11",180,18,"0.044","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1174",8888,"5/2/2011",30.92425,-81.82061667,"10//11",250,25,"0.143","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1175",8888,"5/2/2011",30.92425,-81.82061667,"10//11",137,13.7,"0.022","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1176",8888,"5/2/2011",30.92425,-81.82061667,"10//11",152,15.2,"0.035","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1177",8888,"5/2/2011",30.92425,-81.82061667,"10//11",142,14.2,"0.028","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1178",8888,"5/2/2011",30.92425,-81.82061667,"10//11",105,10.5,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1179",8888,"5/2/2011",30.92425,-81.82061667,"10//11",165,16.5,"0.048","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1180",8888,"5/2/2011",30.92425,-81.82061667,"10//11",200,20,"0.069","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1181",8888,"5/2/2011",30.92425,-81.82061667,"10//11",157,15.7,"0.034","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1182",1109,"5/2/2011",30.92425,-81.82061667,"10//11",400,40,"0.646","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1183",8888,"5/2/2011",30.92425,-81.82061667,"10//11",290,29,"0.241","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1184",8888,"5/2/2011",30.92425,-81.82061667,"10//11",260,26,"0.0171","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1185",8888,"5/2/2011",30.92425,-81.82061667,"10//11",190,19,"0.061","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1186",8888,"5/2/2011",30.92425,-81.82061667,"10//11",185,18.5,"0.061","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1187",8888,"5/2/2011",30.92425,-81.82061667,"10//11",212,21.2,"0.091","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1188",557,"4/27/2011",30.90786667,-81.90506667,"9",675,67.5,"4.65","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1189",396,"9/7/2011",30.96866667,-81.90123333,"8",663,66.3,"3.277","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1190",559,"10/4/2011",30.88973333,-81.84935,"10",960,96,"11.3","Flathead Catfish","Recap2011","memorable",0,0,0,0,1,0
"1191",1015,"5/23/2011",30.95566667,-81.95566667,"8",437,43.7,"0.817","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1192",1017,"5/24/2011",30.94533333,-81.89966667,"9",435,43.5,"0.829","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1193",1054,"5/24/2011",30.9128,-81.90823333,"9",360,36,"0.407","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1194",1053,"5/24/2011",30.91563333,-81.90321667,"9",472,47.2,"1.152","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1195",1048,"5/25/2011",30.9004,-81.83095,"10",605,60.5,"2.74","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1196",1023,"5/25/2011",30.90161667,-81.82615,"10",715,71.5,"5.448","Flathead Catfish","Recap2011","preferred",0,0,0,1,0,0
"1197",1089,"5/25/2011",30.91513333,-81.81803333,"10",372,37.2,"0.439","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1198",1076,"5/26/2011",30.92575,-81.81593333,"11",400,40,"0.645","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1199",1082,"5/26/2011",30.93956667,-81.8157,"11",572,57.2,"2.122","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1200",1098,"5/26/2011",30.9702,-81.79826667,"11",510,51,"1.995","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1201",1050,"8/9/2011",30.8648,-81.90145,"9",763,76.3,"5.2","Flathead Catfish","Recap2011","preferred",0,0,0,1,0,0
"1202",1066,"8/9/2011",30.91256667,-81.90133333,"9",611,61.1,"2.184","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1203",1032,"8/9/2011",30.90673333,-81.89751667,"9",825,82.5,"6.8","Flathead Catfish","Recap2011","preferred",0,0,0,1,0,0
"1204",1012,"8/9/2011",30.90483333,-81.88376667,"9",890,89,"9","Flathead Catfish","Recap2011","memorable",0,0,0,0,1,0
"1205",1040,"8/9/2011",30.90655,-81.87451667,"9",567,56.7,"1.691","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1206",1063,"8/10/2011",30.90748333,-81.87375,"10",635,63.5,"2.81","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1207",1047,"8/10/2011",30.90885,-81.8263,"10",556,55.6,"1.817","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1208",1073,"8/11/2001",30.9679,-81.81075,"11",525,52.5,"1.036","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1209",1027,"8/11/2001",30.9684,-81.80551667,"11",715,71.5,"4.498","Flathead Catfish","Recap2011","preferred",0,0,0,1,0,0
"1210",1101,"8/11/2001",30.97038333,-81.79675,"11",502,50.2,"1.281","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1211",1039,"8/23/2011",30.9021,-81.87483333,"9",703,70.3,"4.2","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1212",1099,"8/24/2011",30.9381,-81.8118,"11",470,47,"1.118","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1213",1105,"8/24/2011",30.93936667,-81.8149,"11",570,57,"2.34","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1214",1094,"8/24/2011",30.96761667,-81.80828333,"11",495,49.5,"1.705","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1215",1080,"8/24/2011",30.96913333,-81.78783333,"11",416,41.6,"0.717","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1216",1057,"9/20/2011",30.90781667,-81.82988333,"10",744,74.4,"5.312","Flathead Catfish","Recap2011","preferred",0,0,0,1,0,0
"1217",1078,"9/20/2011",30.91768333,-81.81728333,"10",690,69,"4.359","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1218",1006,"10/4/2011",30.90963333,-81.8708,"10",1036,103.6,"16.4","Flathead Catfish","Recap2011","trophy",0,0,0,0,0,1
"1219",1046,"10/4/2011",30.90455,-81.86005,"10",660,66,"3.39","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1220",1044,"10/4/2011",30.90371667,-81.82688333,"10",530,53,"1.506","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1221",1088,"10/4/2011",30.90866667,-81.82958333,"10",418,41.8,"0.64","Flathead Catfish","Recap2011","stock",0,1,0,0,0,0
"1222",1070,"10/4/2011",30.90976667,-81.82383333,"10",696,69.6,"4.41","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1223",1106,"10/5/2011",30.94568333,-81.82183333,"11",675,67.5,"4.981","Flathead Catfish","Recap2011","quality",0,0,1,0,0,0
"1224",8888,"4/16/2012",30.97435,-81.91238333,"8",167,16.7,"0.147","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1225",8888,"4/16/2012",30.97435,-81.91238333,"8",235,23.5,"0.118","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1226",8888,"4/16/2012",30.97435,-81.91238333,"8",140,14,"0.025","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1227",8888,"4/16/2012",30.97435,-81.91238333,"8",147,14.7,"0.033","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1228",8888,"4/16/2012",30.97435,-81.91238333,"8",125,12.5,"0.019","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1229",8888,"4/16/2012",30.97435,-81.91238333,"8",126,12.6,"0.02","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1230",8888,"4/16/2012",30.976,-81.90726667,"8",300,30,"0.236","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1231",8888,"4/16/2012",30.976,-81.90726667,"8",325,32.5,"0.274","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1232",8888,"4/16/2012",30.976,-81.90726667,"8",232,23.2,"0.122","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1233",8888,"4/16/2012",30.976,-81.90726667,"8",305,30.5,"0.239","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1234",8888,"4/16/2012",30.976,-81.90726667,"8",225,22.5,"0.098","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1235",8888,"4/16/2012",30.976,-81.90726667,"8",220,22,"0.088","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1236",8888,"4/16/2012",30.976,-81.90726667,"8",232,23.2,"0.113","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1237",8888,"4/16/2012",30.976,-81.90726667,"8",160,16,"0.035","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1238",8888,"4/16/2012",30.976,-81.90726667,"8",212,21.2,"0.088","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1239",8888,"4/16/2012",30.976,-81.90726667,"8",172,17.2,"0.04","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1240",8888,"4/16/2012",30.976,-81.90726667,"8",135,13.5,"0.17","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1241",8888,"4/16/2012",30.976,-81.90726667,"8",112,11.2,"0.013","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1242",8888,"4/16/2012",30.976,-81.90726667,"8",165,16.5,"0.04","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1243",8888,"4/16/2012",30.976,-81.90726667,"8",112,11.2,"0.013","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1244",1065,"4/17/2012",30.90436667,-81.88055,"10",505,50.5,"1.4","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1245",1117,"4/17/2012",30.94543333,-81.89985,"9",810,81,"6.75","Flathead Catfish","Master2012","preferred",0,0,0,1,0,0
"1246",1118,"4/17/2012",30.94543333,-81.89985,"9",690,69,"4.8","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1247",1119,"4/17/2012",30.94543333,-81.89985,"9",575,57.5,"2.3","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1248",1120,"4/17/2012",30.94543333,-81.89985,"9",620,62,"2.6","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1249",1121,"4/17/2012",30.94543333,-81.89985,"9",360,36,"0.421","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1250",1122,"4/17/2012",30.94543333,-81.89985,"9",442,44.2,"0.95","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1251",1123,"4/17/2012",30.94543333,-81.89985,"9",350,35,"0.399","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1252",1124,"4/17/2012",30.94543333,-81.89985,"9",512,51.2,"1.5","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1253",1126,"4/17/2012",30.94543333,-81.89985,"9",695,69.5,"3.95","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1254",1127,"4/17/2012",30.94543333,-81.89985,"9",405,40.5,"0.607","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1255",1128,"4/17/2012",30.94543333,-81.89985,"9",575,57.5,"2.1","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1256",1129,"4/17/2012",30.94543333,-81.89985,"9",535,53.5,"1.7","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1257",1130,"4/17/2012",30.94543333,-81.89985,"9",490,49,"1.526","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1258",1131,"4/17/2012",30.94543333,-81.89985,"9",367,36.7,"0.513","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1259",1132,"4/17/2012",30.94543333,-81.89985,"9",365,36.5,"0.55","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1260",1133,"4/17/2012",30.94543333,-81.89985,"9",350,35,"0.365","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1261",1134,"4/17/2012",30.94543333,-81.89985,"9",350,35,"0.387","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1262",1135,"4/17/2012",30.94543333,-81.89985,"9",380,38,"0.565","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1263",1136,"4/17/2012",30.94543333,-81.89985,"9",352,35.2,"0.399","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1264",8888,"4/17/2012",30.94543333,-81.89985,"9",225,22.5,"0.087","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1265",8888,"4/17/2012",30.94543333,-81.89985,"9",188,18.8,"0.065","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1266",8888,"4/17/2012",30.94543333,-81.89985,"9",215,21.5,"0.088","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1267",8888,"4/17/2012",30.94543333,-81.89985,"9",147,14.7,"0.026","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1268",8888,"4/17/2012",30.94543333,-81.89985,"9",117,11.7,"0.015","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1269",8888,"4/17/2012",30.94543333,-81.89985,"9",350,35,"0.0339","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1270",8888,"4/17/2012",30.94543333,-81.89985,"9",335,33.5,"0.0397","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1271",8888,"4/17/2012",30.94543333,-81.89985,"9",325,32.5,"0.0322","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1272",8888,"4/17/2012",30.94543333,-81.89985,"9",310,31,"0.279","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1273",8888,"4/17/2012",30.94543333,-81.89985,"9",305,30.5,"0.259","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1274",8888,"4/17/2012",30.94543333,-81.89985,"9",252,25.2,"0.135","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1275",8888,"4/17/2012",30.94543333,-81.89985,"9",217,21.7,"0.09","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1276",8888,"4/17/2012",30.94543333,-81.89985,"9",220,22,"0.107","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1277",8888,"4/17/2012",30.94543333,-81.89985,"9",252,25.2,"0.137","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1278",8888,"4/17/2012",30.94543333,-81.89985,"9",220,22,"0.093","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1279",8888,"4/17/2012",30.94543333,-81.89985,"9",175,17.5,"0.043","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1280",8888,"4/17/2012",30.94543333,-81.89985,"9",182,18.2,"0.055","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1281",8888,"4/17/2012",30.94543333,-81.89985,"9",167,16.7,"0.041","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1282",8888,"4/17/2012",30.94543333,-81.89985,"9",200,20,"0.076","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1283",8888,"4/17/2012",30.94543333,-81.89985,"9",255,25.5,"0.153","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1284",8888,"4/17/2012",30.94543333,-81.89985,"9",207,20.7,"0.091","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1285",8888,"4/17/2012",30.94543333,-81.89985,"9",187,18.7,"0.06","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1286",8888,"4/17/2012",30.94543333,-81.89985,"9",190,19,"0.066","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1287",8888,"4/17/2012",30.94543333,-81.89985,"9",202,20.2,"0.077","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1288",8888,"4/17/2012",30.94543333,-81.89985,"9",170,17,"0.052","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1289",8888,"4/17/2012",30.94543333,-81.89985,"9",147,14.7,"0.037","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1290",8888,"4/17/2012",30.94543333,-81.89985,"9",117,11.7,"0.013","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1291",8888,"4/17/2012",30.94543333,-81.89985,"9",203,20.3,"0.073","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1292",8888,"4/17/2012",30.94543333,-81.89985,"9",145,14.5,"0.027","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1293",8888,"4/17/2012",30.94543333,-81.89985,"9",134,13.4,"0.02","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1294",8888,"4/17/2012",30.94543333,-81.89985,"9",130,13,"0.02","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1295",8888,"4/17/2012",30.94543333,-81.89985,"9",132,13.2,"0.02","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1296",8888,"4/17/2012",30.94543333,-81.89985,"9",117,11.7,"0.013","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1297",1085,"4/18/2012",30.92476667,-81.81985,"10",583,58.3,"2.25","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1298",1138,"4/18/2012",30.89472222,-81.79861111,"11",638,63.8,"3.35","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
